open_time,open,high,low,close,volume,close_time,returns
2020-10-23 11:00:00+03:00,30.735,30.85,30.7,30.761,60694.24,2020-10-23 11:59:59.999000+03:00,0.000878505889243
2020-10-23 12:00:00+03:00,30.762,30.959,30.752,30.935,60864.28,2020-10-23 12:59:59.999000+03:00,0.0056565131172587
2020-10-23 13:00:00+03:00,30.936,31.15,30.915,31.079,132464.58,2020-10-23 13:59:59.999000+03:00,0.004654921609827
2020-10-23 14:00:00+03:00,31.079,31.1,30.96,30.97,68629.25,2020-10-23 14:59:59.999000+03:00,-0.0035071913510731
2020-10-23 15:00:00+03:00,30.97,31.08,30.862,31.071,80025.47,2020-10-23 15:59:59.999000+03:00,0.0032612205360027
2020-10-23 16:00:00+03:00,31.076,31.186,30.93,31.022,78708.55,2020-10-23 16:59:59.999000+03:00,-0.0015770332464356
2020-10-23 17:00:00+03:00,31.023,31.112,30.841,30.881,106821.62,2020-10-23 17:59:59.999000+03:00,-0.0045451614982914
2020-10-23 18:00:00+03:00,30.881,30.924,30.673,30.759,117342.78,2020-10-23 18:59:59.999000+03:00,-0.0039506492665393
2020-10-23 19:00:00+03:00,30.759,30.799,30.065,30.286,370352.04,2020-10-23 19:59:59.999000+03:00,-0.0153776130563412
2020-10-23 20:00:00+03:00,30.286,30.429,30.139,30.252,99346.39,2020-10-23 20:59:59.999000+03:00,-0.0011226309185763
2020-10-23 21:00:00+03:00,30.252,30.398,30.238,30.309,43505.4,2020-10-23 21:59:59.999000+03:00,0.0018841729472431
2020-10-23 22:00:00+03:00,30.309,30.456,30.233,30.395,46371.24,2020-10-23 22:59:59.999000+03:00,0.002837441024118
2020-10-23 23:00:00+03:00,30.391,30.488,30.378,30.442,25605.22,2020-10-23 23:59:59.999000+03:00,0.0015463069583814
2020-10-24 00:00:00+03:00,30.436,30.56,30.405,30.514,20796.08,2020-10-24 00:59:59.999000+03:00,0.0023651534064779
2020-10-24 01:00:00+03:00,30.515,30.54,30.423,30.498,23539.65,2020-10-24 01:59:59.999000+03:00,-0.0005243494789276
2020-10-24 02:00:00+03:00,30.498,30.635,30.426,30.63,41264.2,2020-10-24 02:59:59.999000+03:00,0.0043281526657485
2020-10-24 03:00:00+03:00,30.63,30.638,30.43,30.54,31250.85,2020-10-24 03:59:59.999000+03:00,-0.0029382957884427
2020-10-24 04:00:00+03:00,30.539,30.735,30.529,30.693,47513.28,2020-10-24 04:59:59.999000+03:00,0.0050098231827113
2020-10-24 05:00:00+03:00,30.694,30.735,30.627,30.672,30431.85,2020-10-24 05:59:59.999000+03:00,-0.0006841950933438
2020-10-24 06:00:00+03:00,30.67,30.705,30.635,30.671,16247.32,2020-10-24 06:59:59.999000+03:00,-3.260302556085115e-05
2020-10-24 07:00:00+03:00,30.671,30.85,30.615,30.716,92770.83,2020-10-24 07:59:59.999000+03:00,0.0014671839848716
2020-10-24 08:00:00+03:00,30.718,30.796,30.585,30.637,63291.77,2020-10-24 08:59:59.999000+03:00,-0.0025719494725875
2020-10-24 09:00:00+03:00,30.638,30.688,30.551,30.617,29407.73,2020-10-24 09:59:59.999000+03:00,-0.0006528054313411
2020-10-24 10:00:00+03:00,30.616,30.631,30.506,30.524,33371.78,2020-10-24 10:59:59.999000+03:00,-0.0030375281706241
2020-10-24 11:00:00+03:00,30.525,30.638,30.461,30.517,44726.53,2020-10-24 11:59:59.999000+03:00,-0.0002293277421046
2020-10-24 12:00:00+03:00,30.517,30.576,30.431,30.554,30156.45,2020-10-24 12:59:59.999000+03:00,0.0012124389684438
2020-10-24 13:00:00+03:00,30.554,30.661,30.547,30.661,30945.79,2020-10-24 13:59:59.999000+03:00,0.0035019964652747
2020-10-24 14:00:00+03:00,30.661,30.68,30.613,30.673,25920.01,2020-10-24 14:59:59.999000+03:00,0.0003913766674275
2020-10-24 15:00:00+03:00,30.673,30.699,30.567,30.583,26719.84,2020-10-24 15:59:59.999000+03:00,-0.0029341766374335
2020-10-24 16:00:00+03:00,30.583,30.655,30.525,30.644,21223.83,2020-10-24 16:59:59.999000+03:00,0.0019945721479253
2020-10-24 17:00:00+03:00,30.643,30.721,30.407,30.663,135711.16,2020-10-24 17:59:59.999000+03:00,0.0006200234956272
2020-10-24 18:00:00+03:00,30.663,30.733,30.61,30.687,49387.05,2020-10-24 18:59:59.999000+03:00,0.0007827022796205
2020-10-24 19:00:00+03:00,30.689,30.729,30.63,30.651,41937.08,2020-10-24 19:59:59.999000+03:00,-0.0011731352038323
2020-10-24 20:00:00+03:00,30.651,30.715,30.613,30.699,30886.95,2020-10-24 20:59:59.999000+03:00,0.0015660174219438
2020-10-24 21:00:00+03:00,30.699,30.703,30.569,30.586,22039.69,2020-10-24 21:59:59.999000+03:00,-0.0036809016580345
2020-10-24 22:00:00+03:00,30.59,30.697,30.559,30.61,28156.31,2020-10-24 22:59:59.999000+03:00,0.0007846727260838
2020-10-24 23:00:00+03:00,30.61,30.62,30.51,30.551,20919.39,2020-10-24 23:59:59.999000+03:00,-0.0019274746814766
2020-10-25 00:00:00+03:00,30.55,30.572,30.469,30.474,27837.02,2020-10-25 00:59:59.999000+03:00,-0.0025203757651139
2020-10-25 01:00:00+03:00,30.474,30.62,30.45,30.612,30052.75,2020-10-25 01:59:59.999000+03:00,0.0045284504823783
2020-10-25 01:00:00+02:00,30.612,30.636,30.51,30.629,16701.01,2020-10-25 01:59:59.999000+02:00,0.0005553377760356
2020-10-25 02:00:00+02:00,30.629,30.69,30.478,30.687,38121.88,2020-10-25 02:59:59.999000+02:00,0.0018936302197263
2020-10-25 03:00:00+02:00,30.687,30.788,30.62,30.663,37931.53,2020-10-25 03:59:59.999000+02:00,-0.0007820901358881
2020-10-25 04:00:00+02:00,30.658,30.7,30.627,30.686,23378.64,2020-10-25 04:59:59.999000+02:00,0.0007500896846361
2020-10-25 05:00:00+02:00,30.685,30.767,30.644,30.75,53397.13,2020-10-25 05:59:59.999000+02:00,0.0020856416606922
2020-10-25 06:00:00+02:00,30.75,30.99,30.75,30.86,113829.14,2020-10-25 06:59:59.999000+02:00,0.0035772357723578
2020-10-25 07:00:00+02:00,30.86,30.9,30.106,30.56,230712.28,2020-10-25 07:59:59.999000+02:00,-0.0097213220998055
2020-10-25 08:00:00+02:00,30.561,30.629,30.385,30.597,79230.1,2020-10-25 08:59:59.999000+02:00,0.0012107329842931
2020-10-25 09:00:00+02:00,30.59,30.614,30.506,30.537,46553.38,2020-10-25 09:59:59.999000+02:00,-0.00196097656633
2020-10-25 10:00:00+02:00,30.539,30.545,30.284,30.407,82625.45,2020-10-25 10:59:59.999000+02:00,-0.0042571306939123
2020-10-25 11:00:00+02:00,30.409,30.466,30.241,30.326,50326.71,2020-10-25 11:59:59.999000+02:00,-0.0026638602953267
2020-10-25 12:00:00+02:00,30.33,30.349,30.113,30.26,77426.14,2020-10-25 12:59:59.999000+02:00,-0.0021763503264524
2020-10-25 13:00:00+02:00,30.262,30.262,29.85,29.977,165856.51,2020-10-25 13:59:59.999000+02:00,-0.0093522802379378
2020-10-25 14:00:00+02:00,29.975,30.182,29.946,30.101,72799.8,2020-10-25 14:59:59.999000+02:00,0.0041365046535677
2020-10-25 15:00:00+02:00,30.095,30.153,30.05,30.055,40505.17,2020-10-25 15:59:59.999000+02:00,-0.0015281884322779
2020-10-25 16:00:00+02:00,30.055,30.228,30.055,30.18,45027.17,2020-10-25 16:59:59.999000+02:00,0.0041590417567791
2020-10-25 17:00:00+02:00,30.183,30.221,29.92,29.959,54710.57,2020-10-25 17:59:59.999000+02:00,-0.0073227302849568
2020-10-25 18:00:00+02:00,29.959,30.199,29.875,30.164,62314.8,2020-10-25 18:59:59.999000+02:00,0.0068426850028373
2020-10-25 19:00:00+02:00,30.164,30.233,30.133,30.141,17775.42,2020-10-25 19:59:59.999000+02:00,-0.000762498342395
2020-10-25 20:00:00+02:00,30.141,30.17,30.0,30.117,38456.83,2020-10-25 20:59:59.999000+02:00,-0.0007962575893301
2020-10-25 21:00:00+02:00,30.117,30.23,30.117,30.185,26654.68,2020-10-25 21:59:59.999000+02:00,0.0022578610087324
2020-10-25 22:00:00+02:00,30.185,30.29,30.175,30.212,19394.34,2020-10-25 22:59:59.999000+02:00,0.0008944840152393
2020-10-25 23:00:00+02:00,30.212,30.213,30.073,30.132,29336.4,2020-10-25 23:59:59.999000+02:00,-0.0026479544551832
2020-10-26 00:00:00+02:00,30.133,30.133,29.931,30.02,45080.27,2020-10-26 00:59:59.999000+02:00,-0.0037169786273729
2020-10-26 01:00:00+02:00,30.021,30.126,30.019,30.107,19498.66,2020-10-26 01:59:59.999000+02:00,0.0028980679546968
2020-10-26 02:00:00+02:00,30.104,30.211,29.925,30.171,77523.55,2020-10-26 02:59:59.999000+02:00,0.0021257514863652
2020-10-26 03:00:00+02:00,30.172,30.254,30.084,30.24,36884.99,2020-10-26 03:59:59.999000+02:00,0.0022869643034701
2020-10-26 04:00:00+02:00,30.241,30.448,30.241,30.337,62491.95,2020-10-26 04:59:59.999000+02:00,0.0032076719576719
2020-10-26 05:00:00+02:00,30.338,30.44,30.325,30.376,30234.31,2020-10-26 05:59:59.999000+02:00,0.0012855588884861
2020-10-26 06:00:00+02:00,30.375,30.456,30.338,30.384,51786.64,2020-10-26 06:59:59.999000+02:00,0.0002633658151172
2020-10-26 07:00:00+02:00,30.385,30.436,30.363,30.383,27287.68,2020-10-26 07:59:59.999000+02:00,-3.2912058978484815e-05
2020-10-26 08:00:00+02:00,30.383,30.416,30.35,30.405,40716.37,2020-10-26 08:59:59.999000+02:00,0.0007240891287891
2020-10-26 09:00:00+02:00,30.406,30.7,30.401,30.656,164952.42,2020-10-26 09:59:59.999000+02:00,0.0082552211807267
2020-10-26 10:00:00+02:00,30.654,30.98,30.585,30.759,400686.71,2020-10-26 10:59:59.999000+02:00,0.0033598643006262
2020-10-26 11:00:00+02:00,30.759,30.94,30.672,30.824,138868.1,2020-10-26 11:59:59.999000+02:00,0.0021132026398777
2020-10-26 12:00:00+02:00,30.824,30.909,30.72,30.77,89989.98,2020-10-26 12:59:59.999000+02:00,-0.0017518816506618
2020-10-26 13:00:00+02:00,30.761,30.91,30.721,30.872,80587.7,2020-10-26 13:59:59.999000+02:00,0.0033149171270718
2020-10-26 14:00:00+02:00,30.872,31.14,30.7,31.066,235206.4,2020-10-26 14:59:59.999000+02:00,0.0062840114019175
2020-10-26 15:00:00+02:00,31.066,31.37,30.974,31.139,264327.46,2020-10-26 15:59:59.999000+02:00,0.0023498358333871
2020-10-26 16:00:00+02:00,31.138,31.141,30.84,30.967,97396.82,2020-10-26 16:59:59.999000+02:00,-0.0055236198978773
2020-10-26 17:00:00+02:00,30.965,30.966,30.325,30.552,360781.96,2020-10-26 17:59:59.999000+02:00,-0.0134013627409823
2020-10-26 18:00:00+02:00,30.551,30.694,30.107,30.299,248648.9,2020-10-26 18:59:59.999000+02:00,-0.0082809636030374
2020-10-26 19:00:00+02:00,30.297,30.472,30.132,30.431,162218.37,2020-10-26 19:59:59.999000+02:00,0.0043565794250635
2020-10-26 20:00:00+02:00,30.431,30.745,30.35,30.708,106583.49,2020-10-26 20:59:59.999000+02:00,0.0091025598895861
2020-10-26 21:00:00+02:00,30.707,31.12,30.701,31.056,179389.79,2020-10-26 21:59:59.999000+02:00,0.0113325517780382
2020-10-26 22:00:00+02:00,31.057,31.2,30.935,31.043,157136.44,2020-10-26 22:59:59.999000+02:00,-0.0004185986604843
2020-10-26 23:00:00+02:00,31.039,31.206,30.96,31.06,88902.3,2020-10-26 23:59:59.999000+02:00,0.0005476274844571
2020-10-27 00:00:00+02:00,31.06,31.266,31.02,31.19,84369.46,2020-10-27 00:59:59.999000+02:00,0.0041854475209273
2020-10-27 01:00:00+02:00,31.19,31.305,30.984,31.022,90643.0,2020-10-27 01:59:59.999000+02:00,-0.0053863417762104
2020-10-27 02:00:00+02:00,31.021,31.66,30.821,31.495,243067.44,2020-10-27 02:59:59.999000+02:00,0.0152472438914319
2020-10-27 03:00:00+02:00,31.495,31.659,31.39,31.478,125617.38,2020-10-27 03:59:59.999000+02:00,-0.0005397682171772
2020-10-27 04:00:00+02:00,31.475,31.777,31.257,31.33,204996.06,2020-10-27 04:59:59.999000+02:00,-0.0047016964228986
2020-10-27 05:00:00+02:00,31.33,31.506,31.276,31.43,119015.24,2020-10-27 05:59:59.999000+02:00,0.0031918289179699
2020-10-27 06:00:00+02:00,31.43,31.642,31.421,31.638,86165.68,2020-10-27 06:59:59.999000+02:00,0.0066178810054089
2020-10-27 07:00:00+02:00,31.638,31.668,31.397,31.491,96663.98,2020-10-27 07:59:59.999000+02:00,-0.0046463113976863
2020-10-27 08:00:00+02:00,31.491,31.5,31.21,31.5,94603.56,2020-10-27 08:59:59.999000+02:00,0.0002857959416975
2020-10-27 09:00:00+02:00,31.5,31.638,31.451,31.602,86528.32,2020-10-27 09:59:59.999000+02:00,0.0032380952380952
2020-10-27 10:00:00+02:00,31.603,31.631,31.244,31.321,182266.76,2020-10-27 10:59:59.999000+02:00,-0.0088918422884627
2020-10-27 11:00:00+02:00,31.321,31.5,31.123,31.286,230012.21,2020-10-27 11:59:59.999000+02:00,-0.0011174611283164
2020-10-27 12:00:00+02:00,31.287,31.49,31.257,31.429,100769.27,2020-10-27 12:59:59.999000+02:00,0.0045707345138399
2020-10-27 13:00:00+02:00,31.43,31.476,31.222,31.288,160560.91,2020-10-27 13:59:59.999000+02:00,-0.0044863024595118
2020-10-27 14:00:00+02:00,31.29,31.435,31.242,31.324,129957.24,2020-10-27 14:59:59.999000+02:00,0.0011506008693429
2020-10-27 15:00:00+02:00,31.327,32.133,31.273,32.068,417345.32,2020-10-27 15:59:59.999000+02:00,0.0237517558421656
2020-10-27 16:00:00+02:00,32.069,32.358,31.812,32.122,425960.36,2020-10-27 16:59:59.999000+02:00,0.0016839216664588
2020-10-27 17:00:00+02:00,32.122,32.25,31.88,32.059,189139.85,2020-10-27 17:59:59.999000+02:00,-0.0019612726480294
2020-10-27 18:00:00+02:00,32.058,32.448,31.95,32.16,287602.72,2020-10-27 18:59:59.999000+02:00,0.0031504413737171
2020-10-27 19:00:00+02:00,32.159,32.17,31.69,31.935,283329.18,2020-10-27 19:59:59.999000+02:00,-0.0069962686567163
2020-10-27 20:00:00+02:00,31.934,32.02,31.516,31.884,145352.73,2020-10-27 20:59:59.999000+02:00,-0.0015969938938468
2020-10-27 21:00:00+02:00,31.885,32.075,31.801,31.88,67572.69,2020-10-27 21:59:59.999000+02:00,-0.0001254547735541
2020-10-27 22:00:00+02:00,31.881,31.883,31.573,31.687,96421.29,2020-10-27 22:59:59.999000+02:00,-0.0060539523212044
2020-10-27 23:00:00+02:00,31.687,31.734,31.344,31.408,131123.06,2020-10-27 23:59:59.999000+02:00,-0.0088048726607126
2020-10-28 00:00:00+02:00,31.408,31.466,30.961,31.314,235813.65,2020-10-28 00:59:59.999000+02:00,-0.0029928680590932
2020-10-28 01:00:00+02:00,31.314,31.722,31.154,31.423,174957.62,2020-10-28 01:59:59.999000+02:00,0.0034808711758318
2020-10-28 02:00:00+02:00,31.415,31.796,31.318,31.753,112882.52,2020-10-28 02:59:59.999000+02:00,0.0105018616936638
2020-10-28 03:00:00+02:00,31.752,31.93,31.591,31.681,87510.08,2020-10-28 03:59:59.999000+02:00,-0.0022675022832487
2020-10-28 04:00:00+02:00,31.68,31.735,31.528,31.709,76469.55,2020-10-28 04:59:59.999000+02:00,0.00088381048578
2020-10-28 05:00:00+02:00,31.71,31.844,31.511,31.614,72348.55,2020-10-28 05:59:59.999000+02:00,-0.0029959948279667
2020-10-28 06:00:00+02:00,31.614,31.868,31.606,31.759,50432.5,2020-10-28 06:59:59.999000+02:00,0.0045865755677863
2020-10-28 07:00:00+02:00,31.76,31.837,31.537,31.565,80330.89,2020-10-28 07:59:59.999000+02:00,-0.0061085046758398
2020-10-28 08:00:00+02:00,31.565,31.625,31.346,31.36,84728.85,2020-10-28 08:59:59.999000+02:00,-0.0064945350863298
2020-10-28 09:00:00+02:00,31.36,31.412,30.9,31.166,257218.95,2020-10-28 09:59:59.999000+02:00,-0.0061862244897958
2020-10-28 10:00:00+02:00,31.166,31.18,30.81,31.119,151664.56,2020-10-28 10:59:59.999000+02:00,-0.0015080536482063
2020-10-28 11:00:00+02:00,31.119,31.2,30.885,30.899,114981.52,2020-10-28 11:59:59.999000+02:00,-0.0070696359137504
2020-10-28 12:00:00+02:00,30.899,31.2,30.801,31.136,102407.52,2020-10-28 12:59:59.999000+02:00,0.0076701511375771
2020-10-28 13:00:00+02:00,31.136,31.144,30.475,30.638,270156.49,2020-10-28 13:59:59.999000+02:00,-0.0159943473792394
2020-10-28 14:00:00+02:00,30.638,30.854,30.511,30.612,147665.58,2020-10-28 14:59:59.999000+02:00,-0.0008486193615772
2020-10-28 15:00:00+02:00,30.612,30.762,30.201,30.234,162542.73,2020-10-28 15:59:59.999000+02:00,-0.0123480987847901
2020-10-28 16:00:00+02:00,30.234,30.354,29.75,30.25,391030.53,2020-10-28 16:59:59.999000+02:00,0.0005292055301977
2020-10-28 17:00:00+02:00,30.25,30.53,30.2,30.46,159807.38,2020-10-28 17:59:59.999000+02:00,0.0069421487603305
2020-10-28 18:00:00+02:00,30.46,30.46,30.169,30.405,115285.78,2020-10-28 18:59:59.999000+02:00,-0.0018056467498358
2020-10-28 19:00:00+02:00,30.404,30.466,30.104,30.446,95934.11,2020-10-28 19:59:59.999000+02:00,0.0013484624239434
2020-10-28 20:00:00+02:00,30.445,30.495,30.288,30.374,49967.97,2020-10-28 20:59:59.999000+02:00,-0.0023648426722723
2020-10-28 21:00:00+02:00,30.382,30.433,30.166,30.185,57645.51,2020-10-28 21:59:59.999000+02:00,-0.0062224270757884
2020-10-28 22:00:00+02:00,30.186,30.333,29.949,30.101,68626.16,2020-10-28 22:59:59.999000+02:00,-0.0027828391585223
2020-10-28 23:00:00+02:00,30.101,30.3,29.848,30.268,99756.89,2020-10-28 23:59:59.999000+02:00,0.0055479884389224
2020-10-29 00:00:00+02:00,30.268,30.43,30.2,30.365,70299.85,2020-10-29 00:59:59.999000+02:00,0.0032047046385621
2020-10-29 01:00:00+02:00,30.365,30.419,30.287,30.322,51914.61,2020-10-29 01:59:59.999000+02:00,-0.0014161040671826
2020-10-29 02:00:00+02:00,30.322,30.423,30.157,30.194,61784.95,2020-10-29 02:59:59.999000+02:00,-0.0042213574302486
2020-10-29 03:00:00+02:00,30.193,30.419,30.13,30.342,62904.06,2020-10-29 03:59:59.999000+02:00,0.0049016360866396
2020-10-29 04:00:00+02:00,30.341,30.372,30.184,30.253,37439.25,2020-10-29 04:59:59.999000+02:00,-0.0029332278689604
2020-10-29 05:00:00+02:00,30.253,30.3,30.13,30.299,44564.69,2020-10-29 05:59:59.999000+02:00,0.0015205103626085
2020-10-29 06:00:00+02:00,30.3,30.397,30.265,30.328,43040.56,2020-10-29 06:59:59.999000+02:00,0.0009571272979305
